id_offre;titre;description;domaine;lieu;remuneration;duree;etat;visibilite;has_image;date_publication;description_length;titre_length;nb_postulations;nb_postulations_acceptees;nb_postulations_refusees;nb_favoris;has_entretien
3191;Stage CRM & emailing - Retail (Remote #3191);Opportunité de stage au sein d'une structure en croissance, orientée résultats. Contexte: stage 8 semaines, basé à Remote, sur une application de gestion interne. Vous travaillerez avec une équipe pluridisciplinaire (produit, technique, métier) et un tuteur dédié. Missions principales: rédiger des articles SEO et optimiser les pages du site, suivre les KPIs et produire des reportings hebdomadaires, mettre en place des workflows d'emailing et de nurturing. Compétences attendues: Notions de SEO/SEA et capacité à interpréter des KPIs. Créativité, autonomie et esprit d'équipe. Cadre de travail: méthode Lean, échanges en anglais, et objectifs mesurables. Vous apprendrez à construire des messages, segmenter l'audience et interpréter les données de performance pour améliorer le ROI. Rémunération prévue: 1242 DT. Référence offre: TN-INT-3191. Ce stage peut déboucher sur une proposition de pré-embauche selon performance et besoins.;Marketing;Remote;1242;8;disponible;0;1;2024-02-02;936;44;30;6;3;67;1
3192;Stage ingénieur mécanique conception - GCP (Tunis #3192);Nous recherchons un(e) stagiaire motivé(e) pour renforcer notre équipe. Contexte: stage 8 semaines, basé à Tunis, sur un pilote d'automatisation de process. Ambiance startup, cycles courts, et forte culture d'amélioration continue. Missions principales: mettre en place des démarches qualité et plans de contrôle, modéliser des solutions sur logiciel CAO/DAO, contribuer à la maintenance préventive et corrective, suivre des essais, mesures et rédaction de rapports techniques. Compétences attendues: Capacité à analyser des données de tests et à documenter. CAO/DAO (SolidWorks/AutoCAD) est un plus. Cadre de travail: méthode Kanban, échanges en anglais, et objectifs mesurables. Vous participerez à la collecte de mesures, au respect des standards, et à la rédaction de notes techniques. Rémunération prévue: 1820 DT. Référence offre: TN-INT-3192. Nous valorisons la curiosité, la rigueur et la capacité à apprendre rapidement.;Ingénierie;Tunis;1820;8;indisponible;1;1;2024-09-10;929;56;38;15;5;79;1
3193;Stage designer graphique print et digital - Motion / santé / ESN (Sfax #3193);Opportunité de stage au sein d'une structure en croissance, orientée résultats. Contexte: stage 17 semaines, basé à Sfax, sur un pilote d'automatisation de process. Collaboration quotidienne avec les équipes locales et, selon le projet, des partenaires internationaux. Missions principales: concevoir des maquettes UI/UX (wireframes, prototypes), préparer des assets pour le web et le print, réaliser des animations courtes pour vidéos et stories. Compétences attendues: Capacité à itérer rapidement à partir de feedback. Maîtrise de Figma et des bases de la conception UI/UX. Cadre de travail: méthode Agile, échanges en français, et objectifs mesurables. Vous travaillerez sur des versions successives de maquettes et livrables, avec tests rapides et itérations suite aux retours. Rémunération prévue: 1400 DT. Référence offre: TN-INT-3193. Ce stage peut déboucher sur une proposition de pré-embauche selon performance et besoins.;Design;Sfax;1400;17;indisponible;1;1;2024-12-13;932;77;13;3;1;21;1
3194;Stage marketing digital et réseaux sociaux - B2B (Sfax #3194);Stage passionnant dans un environnement bienveillant et exigeant. Contexte: stage 8 semaines, basé à Sfax, sur un outil de reporting décisionnel. Ambiance startup, cycles courts, et forte culture d'amélioration continue. Missions principales: rédiger des articles SEO et optimiser les pages du site, mettre en place des workflows d'emailing et de nurturing, réaliser une étude de marché et des personas. Compétences attendues: Notions de SEO/SEA et capacité à interpréter des KPIs. Créativité, autonomie et esprit d'équipe. Cadre de travail: méthode OKR, échanges en anglais, et objectifs mesurables. Vous apprendrez à construire des messages, segmenter l'audience et interpréter les données de performance pour améliorer le ROI. Rémunération prévue: 1481 DT. Référence offre: TN-INT-3194. Une attestation de stage et une lettre de recommandation peuvent être délivrées en fin de mission.;Marketing;Sfax;1481;8;disponible;1;1;2024-11-30;888;61;28;3;5;51;0
3195;Stage community manager Facebook/Instagram - Retail / SaaS (Sousse #3195);Stage passionnant dans un environnement bienveillant et exigeant. Contexte: stage 8 semaines, basé à Sousse, sur une application de gestion interne. Collaboration quotidienne avec les équipes locales et, selon le projet, des partenaires internationaux. Missions principales: mettre en place des workflows d'emailing et de nurturing, planifier et publier du contenu sur les réseaux sociaux, réaliser une étude de marché et des personas. Compétences attendues: Aisance rédactionnelle et sens de la communication. Créativité, autonomie et esprit d'équipe. Cadre de travail: méthode Agile, échanges en français, et objectifs mesurables. Vous apprendrez à construire des messages, segmenter l'audience et interpréter les données de performance pour améliorer le ROI. Rémunération prévue: 1192 DT. Référence offre: TN-INT-3195. Une attestation de stage et une lettre de recommandation peuvent être délivrées en fin de mission.;Marketing;Sousse;1192;8;disponible;1;0;2025-08-04;920;73;18;6;1;29;0
3196;Stage vente et relation client - B2B / logistique (Bizerte #3196);Nous recherchons un(e) stagiaire motivé(e) pour renforcer notre équipe. Contexte: stage 12 semaines, basé à Bizerte, sur un outil de reporting décisionnel. Vous évoluerez dans une équipe structurée avec des rituels Agile et des objectifs clairs. Missions principales: analyser les ventes et recommander des actions, réaliser des démonstrations produit avec l'équipe, suivre le pipeline CRM et relancer les prospects. Compétences attendues: Maîtrise du français, l'anglais est un plus. Goût du contact et aisance à l'oral. Cadre de travail: méthode Scrum, échanges en français, et objectifs mesurables. Vous développerez votre approche commerciale, du premier contact à la proposition, avec suivi dans un CRM. Rémunération prévue: 1107 DT. Référence offre: TN-INT-3196. Nous valorisons la curiosité, la rigueur et la capacité à apprendre rapidement.;Commerce;Bizerte;1107;12;indisponible;1;0;2024-04-29;848;65;18;3;3;39;0
3197;Stage Machine Learning Engineer - AWS / logistique (Remote #3197);Nous recherchons un(e) stagiaire motivé(e) pour renforcer notre équipe. Contexte: stage 22 semaines, basé à Remote, sur un module de réservation et paiement. Collaboration quotidienne avec les équipes locales et, selon le projet, des partenaires internationaux. Missions principales: mettre en place des pipelines CI/CD et des environnements Docker, améliorer les performances et la qualité du code (tests, refactor), implémenter de nouvelles fonctionnalités sur une application web. Compétences attendues: Bonne maîtrise de Python et des bases web (HTTP, REST). Notions de Git, tests unitaires et bonnes pratiques de code. Cadre de travail: méthode OKR, échanges en français, et objectifs mesurables. Vous manipulerez des environnements de développement, des revues de code, et des tickets Jira/Trello selon l'organisation. Rémunération prévue: 1784 DT. Référence offre: TN-INT-3197. Merci d'envoyer votre CV et, si possible, des exemples de travaux (portfolio, GitHub, etc.).;Informatique;Remote;1784;22;disponible;1;0;2024-10-08;977;65;38;13;9;73;0
3198;Stage audit interne et contrôle - MongoDB (Sfax #3198);Opportunité de stage au sein d'une structure en croissance, orientée résultats. Contexte: stage 1 semaines, basé à Sfax, sur un outil de reporting décisionnel. Collaboration quotidienne avec les équipes locales et, selon le projet, des partenaires internationaux. Missions principales: préparer des rapprochements bancaires et états financiers, participer au suivi budgétaire et à l'analyse des écarts, mettre à jour des tableaux de trésorerie et prévisions, assister à la clôture mensuelle et à la documentation. Compétences attendues: Capacité d'analyse et sens de la confidentialité. Connaissance des bases comptables et du reporting. Cadre de travail: méthode OKR, échanges en anglais, et objectifs mesurables. Vous contribuerez à fiabiliser les chiffres, documenter les hypothèses et produire des synthèses compréhensibles pour la direction. Rémunération prévue: 1474 DT. Référence offre: TN-INT-3198. Une attestation de stage et une lettre de recommandation peuvent être délivrées en fin de mission.;Finance;Sfax;1474;1;disponible;0;1;2024-08-07;1005;54;14;3;1;23;1
3199;Stage designer packaging et branding - 3D (Sousse #3199);Rejoignez notre équipe en tant que stagiaire et participez à des projets concrets. Contexte: stage 12 semaines, basé à Sousse, sur une refonte de site vitrine orientée conversion. Encadré(e) par un mentor, vous aurez une autonomie progressive et des feedbacks hebdomadaires. Missions principales: réaliser des animations courtes pour vidéos et stories, participer à une refonte de landing page orientée conversion, concevoir des maquettes UI/UX (wireframes, prototypes). Compétences attendues: Sens du détail, typographie et cohérence visuelle. Maîtrise de Figma et des bases de la conception UI/UX. Cadre de travail: méthode Agile, échanges en français, et objectifs mesurables. Vous travaillerez sur des versions successives de maquettes et livrables, avec tests rapides et itérations suite aux retours. Rémunération prévue: 1165 DT. Référence offre: TN-INT-3199. Vous gagnerez une expérience solide et directement valorisable sur le marché tunisien.;Design;Sousse;1165;12;disponible;1;0;2024-09-11;952;56;9;1;2;23;1
3200;Stage infographiste et mise en page - Motion / retail (Ariana #3200);Rejoignez notre équipe en tant que stagiaire et participez à des projets concrets. Contexte: stage 2 semaines, basé à Ariana, sur une application de gestion interne. Vous évoluerez dans une équipe structurée avec des rituels Agile et des objectifs clairs. Missions principales: collaborer avec les développeurs pour l'intégration, participer à une refonte de landing page orientée conversion, concevoir des maquettes UI/UX (wireframes, prototypes). Compétences attendues: Capacité à itérer rapidement à partir de feedback. Maîtrise de Figma et des bases de la conception UI/UX. Cadre de travail: méthode OKR, échanges en anglais, et objectifs mesurables. Vous travaillerez sur des versions successives de maquettes et livrables, avec tests rapides et itérations suite aux retours. Rémunération prévue: 1125 DT. Référence offre: TN-INT-3200. Nous valorisons la curiosité, la rigueur et la capacité à apprendre rapidement.;Design;Ariana;1125;2;indisponible;0;1;2025-08-23;920;68;12;3;1;24;1
